upc,dynamic_profit,myopic_profit,vdo_contribution,alpha,capacity,washout_horizon
1600066610,593.8574049460657,593.8574049460657,0.0,1.9,1,12
3800000110,209.4357082705398,208.61847869169574,0.8172295788440636,1.9,1,12
3800000120,392.38811287372266,389.43301121953374,2.9551016541889226,1.9,1,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.9,1,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.9,1,12
3800001611,420.799896737785,420.799896737785,0.0,1.9,1,12
1600066510,511.75971370875703,512.3579081920685,-0.5981944833114881,1.95,1,12
1600066590,531.9719934097901,531.9719934097901,0.0,1.95,1,12
1600066610,593.8574049460657,593.8574049460657,0.0,1.95,1,12
3800000110,207.8630848840216,209.5698433351703,-1.7067584511487155,1.95,1,12
3800000120,407.8735763303215,404.3708981602262,3.502678170095294,1.95,1,12
3800000127,315.9430726272595,315.9430726272595,0.0,1.95,1,12
3800001520,421.8072541043035,421.8072541043035,0.0,1.95,1,12
3800001611,420.799896737785,420.799896737785,0.0,1.95,1,12
1600066510,525.8844395797611,526.8196463065069,-0.9352067267458324,2.0,1,12
1600066590,531.9719934097901,531.9719934097901,0.0,2.0,1,12
1600066610,593.8574049460657,593.8574049460657,0.0,2.0,1,12
3800000110,208.5884684700308,210.52120797864492,-1.9327395086141337,2.0,1,12
3800000120,423.35903978692016,419.3087851009186,4.050254686001551,2.0,1,12
3800000127,315.9430726272595,315.9430726272595,0.0,2.0,1,12
3800001520,421.8072541043035,421.8072541043035,0.0,2.0,1,12
3800001611,420.799896737785,420.799896737785,0.0,2.0,1,12
1600066510,540.009165450765,541.2813844209451,-1.2722189701801199,2.05,1,12
1600066590,531.9719934097901,531.9719934097901,0.0,2.05,1,12
1600066610,593.8574049460657,593.8574049460657,0.0,2.05,1,12
3800000110,209.31385205604002,211.47257262211954,-2.1587205660795235,2.05,1,12
3800000120,438.84450324351894,434.24667204161085,4.597831201908093,2.05,1,12
3800000127,315.9430726272595,315.9430726272595,0.0,2.05,1,12
3800001520,421.8072541043035,421.8072541043035,0.0,2.05,1,12
3800001611,420.799896737785,420.799896737785,0.0,2.05,1,12
1600066510,554.133891321769,555.7431225353833,-1.6092312136142937,2.1,1,12
1600066590,531.9719934097901,531.9719934097901,0.0,2.1,1,12
1600066610,593.8574049460657,593.8574049460657,0.0,2.1,1,12
3800000110,210.03923564204922,212.42393726559416,-2.3847016235449416,2.1,1,12
3800000120,454.3299667001178,449.18455898230354,5.145407717814237,2.1,1,12
3800000127,315.9430726272595,315.9430726272595,0.0,2.1,1,12
3800001520,421.8072541043035,421.8072541043035,0.0,2.1,1,12
3800001611,420.799896737785,420.799896737785,0.0,2.1,1,12
1600066510,568.2586171927729,570.2048606498216,-1.9462434570486948,2.15,1,12
1600066590,531.9719934097901,531.9719934097901,0.0,2.15,1,12
1600066610,593.8574049460657,593.8574049460657,0.0,2.15,1,12
3800000110,210.76461922805845,213.37530190906872,-2.6106826810102746,2.15,1,12
3800000120,469.8154301567164,464.1224459229958,5.692984233720608,2.15,1,12
3800000127,315.9430726272595,315.9430726272595,0.0,2.15,1,12
3800001520,421.8072541043035,421.8072541043035,0.0,2.15,1,12
3800001611,420.799896737785,420.799896737785,0.0,2.15,1,12
1600066510,582.383343063777,584.6665987642599,-2.2832557004828686,2.2,1,12
